name,surname,fullname,sex,birth date,id,id_type
Quirico,San,Quirico San,male,1982-10-22,VX7124960,Italian passport
Raffaele,Bentivogli,Raffaele Bentivogli,male,1945-05-05,NG2290957B,Italian driving license card
Antonio,Racano,Antonio Racano,male,1995-07-23,RZ9373514V,Italian driving license card
Ezio,Perron,Ezio Perron,male,1947-04-10,HL4907216A,Italian driving license card
Omero,Nordic,Omero Nordic,male,1993-12-21,IZ5871169,Italian passport
Crema,Calzature,Crema Calzature,female,2019-12-22,DU82046FT,Italian electronic identity card
Angelo,Pino,Angelo Pino,male,1937-02-07,PK7199955,Italian passport
Elio,de Marchi,Elio de Marchi,male,1981-03-10,FJ4295260Q,Italian driving license card
Nadia,Malesani,Nadia Malesani,female,1952-02-16,QR2098137,Italian passport
Nunzia,Maione,Nunzia Maione,female,1974-01-13,VB20530WP,Italian electronic identity card
Giovanni,Pietro,Giovanni Pietro,male,1953-05-23,XR7632736G,Italian driving license card
Harilala,Sharon,Harilala Sharon,female,1968-06-23,DE4231659H,Italian driving license card
Carlo,Zuccarella,Carlo Zuccarella,male,2007-09-01,TW5066908P,Italian driving license card
Moretti,Claudio,Moretti Claudio,male,2011-04-24,DJ74049SB,Italian electronic identity card
Paolo,Angy,Paolo Angy,male,1952-08-06,XX7399904W,Italian driving license card
Guido,Lo Dico,Guido Lo Dico,male,2003-02-15,HX5485590G,Italian driving license card
Valeria,Pelino,Valeria Pelino,female,2000-09-27,TZ37420JN,Italian electronic identity card
Dani,Argilli,Dani Argilli,male,2008-03-04,QV2829932,Italian passport
Giuseppe,Varia,Giuseppe Varia,male,1973-11-27,PT3113610,Italian passport
Daniele,Messori,Daniele Messori,male,2004-01-11,VW5740862Q,Italian driving license card
Nico,Borracci,Nico Borracci,male,2001-10-14,TN9481639,Italian passport
Mariela,Mejia Garrado,Mariela Mejia Garrado,female,1965-08-09,RD5843389,Italian passport
Carlo,Solinas,Carlo Solinas,male,1979-04-17,PK6370195B,Italian driving license card
Maria,Barcelo,Maria Barcelo,female,2012-04-17,VL2811075,Italian passport
Romina,Mosca,Romina Mosca,female,2009-11-02,WD9264551,Italian passport
Gino,Scaglione,Gino Scaglione,male,2003-01-19,YC3371359C,Italian driving license card
Sana,Sutaria,Sana Sutaria,female,2010-09-24,AH65159HL,Italian electronic identity card
Raffaele,Girardi,Raffaele Girardi,male,1980-08-20,ZL36920QO,Italian electronic identity card
Maurizio,Crepaldi,Maurizio Crepaldi,male,2019-08-22,EC8750666,Italian passport
Antonello,Pisano,Antonello Pisano,male,1993-02-14,JC83160UO,Italian electronic identity card
Fausto,Dit,Fausto Dit,male,1973-03-26,KP7971943,Italian passport
Gabriele,Giannetti,Gabriele Giannetti,male,2001-07-08,AC54524YH,Italian electronic identity card
Franco,Belmonte,Franco Belmonte,male,1932-07-06,EU71255CJ,Italian electronic identity card
Davide,Foschi,Davide Foschi,male,1943-12-24,AA8544214,Italian passport
Teta,Guida,Teta Guida,female,1955-11-22,UU6735798C,Italian driving license card
Paola,Masini,Paola Masini,female,1994-05-20,BL78686GL,Italian electronic identity card
Roberto,Monteferrario,Roberto Monteferrario,male,1941-09-21,UA58647LI,Italian electronic identity card
Italo,Tuzi,Italo Tuzi,male,1968-05-11,CF89837RQ,Italian electronic identity card
Maria,Simoni,Maria Simoni,female,2013-07-20,HT6323251A,Italian driving license card
Franco,Riccardi,Franco Riccardi,male,1931-05-01,KE8475674K,Italian driving license card
Tiziana,Esposito,Tiziana Esposito,female,1936-06-28,DF1163686,Italian passport
Pierluigi,Moretto,Pierluigi Moretto,male,1951-05-27,FB8473910G,Italian driving license card
Francesco,Monaco,Francesco Monaco,male,1966-11-02,JM8853501R,Italian driving license card
Salvo,Giuffrida,Salvo Giuffrida,male,1939-05-19,UX9506713G,Italian driving license card
Stefano,Politanò,Stefano Politanò,male,1945-05-12,KK8576378A,Italian driving license card
Mary,Giamblanco,Mary Giamblanco,female,2004-10-19,SF3929616S,Italian driving license card
Claudio,Brignocchi,Claudio Brignocchi,male,2016-09-30,WK3465675,Italian passport
Cristina,Di Antonio,Cristina Di Antonio,female,2001-06-29,DD31913SX,Italian electronic identity card
Paola,Polpetta,Paola Polpetta,female,1951-12-19,LQ6608791,Italian passport
Nuccio,Genovese,Nuccio Genovese,male,1931-08-06,BS31879VN,Italian electronic identity card
Bernardo,Petrozzi,Bernardo Petrozzi,male,1976-05-27,PC11888LX,Italian electronic identity card
Gianluigi,Bressan,Gianluigi Bressan,male,1950-09-29,DQ28969YI,Italian electronic identity card
Bernardo,Petrozzi,Bernardo Petrozzi,male,1999-02-18,IO5539122,Italian passport
Francesco,Rizzo,Francesco Rizzo,male,1998-10-22,AZ8686483J,Italian driving license card
Alain,Averhoff Alvarez,Alain Averhoff Alvarez,male,2007-05-03,FI2243775,Italian passport
Pietro,Sabatelli,Pietro Sabatelli,male,1979-10-13,NG8690840,Italian passport
Doriano,Franchin,Doriano Franchin,male,1989-09-13,WU68575SU,Italian electronic identity card
Lucio,Porta Variolo,Lucio Porta Variolo,male,1932-03-21,NH5126981M,Italian driving license card
Luciana,Faccia,Luciana Faccia,female,1939-08-03,WN5610788,Italian passport
Maurizio,Villa,Maurizio Villa,male,1943-10-01,UD3559420E,Italian driving license card
Mario,Facchini,Mario Facchini,male,1953-09-16,YN5020231,Italian passport
Nicola,Piro,Nicola Piro,male,1946-10-02,RO65218NK,Italian electronic identity card
Filomena,Villano,Filomena Villano,female,1965-03-17,NM1386953O,Italian driving license card
Debiaggi,Alessandro,Debiaggi Alessandro,male,1948-05-19,PW1588926Q,Italian driving license card
Giacomo,Fabrizi,Giacomo Fabrizi,male,2000-04-06,RQ9241110,Italian passport
Pierluca,Gimmelli,Pierluca Gimmelli,male,1953-03-11,IL79877WV,Italian electronic identity card
Roberto,Lanza,Roberto Lanza,male,1946-03-04,NX6622411P,Italian driving license card
Renato,Cenzato,Renato Cenzato,male,1999-01-14,OU7270949,Italian passport
Claudio,Gori,Claudio Gori,male,1961-05-15,DL72193MN,Italian electronic identity card
Sandro,Mascia,Sandro Mascia,male,1950-10-17,PM7192109,Italian passport
Salvatore,Ferri,Salvatore Ferri,male,2010-04-08,JY1574202A,Italian driving license card
Carola,Cavallo,Carola Cavallo,female,1940-05-30,NS81119TF,Italian electronic identity card
Aniello,Pepe,Aniello Pepe,male,1965-02-25,DB4892447,Italian passport
Letizia,D'Alfonso,Letizia D'Alfonso,female,1955-02-26,SB84033EH,Italian electronic identity card
Rocco,Pugliese,Rocco Pugliese,male,2002-07-05,EJ1879892,Italian passport
Gloria,Ottaviani,Gloria Ottaviani,female,1933-08-28,WN2527866,Italian passport
Sergio,Ottinetti,Sergio Ottinetti,male,1971-10-05,IS3558459,Italian passport
Marzia,Cilloccu,Marzia Cilloccu,female,1960-12-07,DR7765845P,Italian driving license card
Giannino,Molinaro,Giannino Molinaro,male,1951-07-10,PB87412FG,Italian electronic identity card
Gianpiero,Mezzone,Gianpiero Mezzone,male,2001-11-01,QQ27943UQ,Italian electronic identity card
Antonino,Grassa,Antonino Grassa,male,1969-01-14,YY50243WV,Italian electronic identity card
Gianpiero,Sasia,Gianpiero Sasia,male,1986-05-07,EW5623983V,Italian driving license card
Pino,Pioggia,Pino Pioggia,male,1947-02-24,CC7662294,Italian passport
Vincenzo,D'Antuono,Vincenzo D'Antuono,male,1930-10-10,BH2006400,Italian passport
Emilio,Ghironi,Emilio Ghironi,male,1965-12-11,KE6992537V,Italian driving license card
Andrea,Bremzay,Andrea Bremzay,female,1983-04-29,WH1851015,Italian passport
Valentina,Tassone,Valentina Tassone,female,1974-01-18,ZQ7229499,Italian passport
Ruggeri,Patrizia,Ruggeri Patrizia,female,2013-12-12,ZM7771645Z,Italian driving license card
Gianni,Macauda,Gianni Macauda,male,1967-01-08,DQ5052024,Italian passport
Fabio,Allegri,Fabio Allegri,male,2001-06-14,JZ95041FR,Italian electronic identity card
Bonaria,Porceddu,Bonaria Porceddu,female,1976-03-22,KT2432303S,Italian driving license card
Vilma,Revelli,Vilma Revelli,female,1972-07-21,HD8313534E,Italian driving license card
Lina,Favata,Lina Favata,female,1959-01-02,LH3853153R,Italian driving license card
Angela,Delgrosso,Angela Delgrosso,female,1963-10-07,DH8885099U,Italian driving license card
Stefano,Sabbi,Stefano Sabbi,male,1941-03-14,UX56118HZ,Italian electronic identity card
Carmelo,Fedele,Carmelo Fedele,male,2003-05-03,LT88619DD,Italian electronic identity card
Gianfranco,Salvatico,Gianfranco Salvatico,male,1983-10-04,PY8187566,Italian passport
Franco,Biancafarina,Franco Biancafarina,female,1967-02-11,NS8691531,Italian passport
Giuseppe,Sgroi,Giuseppe Sgroi,male,1930-09-25,SB37861TC,Italian electronic identity card
Gennaro,Tatone,Gennaro Tatone,male,1955-10-01,KL3538294E,Italian driving license card
Davide,de Zorzi,Davide de Zorzi,male,1968-05-24,ZE3788180A,Italian driving license card
Giampiero,Bezzone,Giampiero Bezzone,male,1970-01-26,BY7589140J,Italian driving license card
Marilu,Marotta,Marilu Marotta,female,2004-10-05,NU1399195K,Italian driving license card
Fioranna,Tognoni,Fioranna Tognoni,female,2019-01-16,BG5216724,Italian passport
Valter,Marinelli,Valter Marinelli,male,1987-11-26,WL3112282,Italian passport
Antonietta,Cerasuolo,Antonietta Cerasuolo,female,1987-10-11,RT5965672,Italian passport
Mariano,Zolli,Mariano Zolli,male,1988-06-30,QR7759407,Italian passport
Ida,Battipaglia,Ida Battipaglia,female,1962-01-09,CX8132491D,Italian driving license card
Luigi,Villecco,Luigi Villecco,male,2016-03-30,GS80186NQ,Italian electronic identity card
Cosimo,Leone,Cosimo Leone,male,2014-05-12,CM90206NR,Italian electronic identity card
Pietro,Sapone,Pietro Sapone,male,1939-01-30,HG7206075,Italian passport
Mauro,Bassignana,Mauro Bassignana,male,1945-07-22,VA1467874,Italian passport
Giuliana,Remondi,Giuliana Remondi,female,2001-01-16,XK7474562,Italian passport
Antonino,Diana,Antonino Diana,male,1987-06-15,CI8756282H,Italian driving license card
Sonia,Manente,Sonia Manente,female,1942-01-29,XC3977503,Italian passport
Matteo,Capozzo,Matteo Capozzo,male,2016-04-25,QB5664267H,Italian driving license card
Davide,Tansini,Davide Tansini,male,2009-05-23,XW7117695,Italian passport
Mado,Pala,Mado Pala,female,1967-03-03,UK2222911D,Italian driving license card
Francesca,Cancarini,Francesca Cancarini,female,1936-03-25,AK45043ZV,Italian electronic identity card
Elisabetta,Accorinti,Elisabetta Accorinti,female,1977-11-18,HR9903271P,Italian driving license card
Marco,Della Valle,Marco Della Valle,male,1968-02-03,CX4198738,Italian passport
Maria Eugenia,Maiucchi,Maria Eugenia Maiucchi,female,1964-10-24,DZ2123614I,Italian driving license card
Antonio,Tatulli,Antonio Tatulli,male,1968-02-02,LZ6641080,Italian passport
Angela,Vitale,Angela Vitale,female,2019-10-05,DL3327472,Italian passport
Lida,Francovich,Lida Francovich,female,2008-09-11,OD4624740Y,Italian driving license card
Gabriele,Castellucci,Gabriele Castellucci,male,1934-12-01,JW18121BU,Italian electronic identity card
Antonella,Donzelli,Antonella Donzelli,female,1937-03-13,YU2119092,Italian passport
Bruno,Sciarretta,Bruno Sciarretta,male,1954-11-16,RO35514PW,Italian electronic identity card
Pino,Fazio,Pino Fazio,male,1963-10-12,ZX4184095,Italian passport
Federico,la Rosa,Federico la Rosa,male,1994-01-02,DJ18451PK,Italian electronic identity card
Maurizio,Petricca,Maurizio Petricca,male,2008-11-10,UG3347844W,Italian driving license card
Katia,Sorvillo,Katia Sorvillo,female,1988-11-10,TR4422272L,Italian driving license card
Daniele,Antoniotti,Daniele Antoniotti,male,1936-09-29,VK4740370E,Italian driving license card
Stefano,Della Pietra,Stefano Della Pietra,male,2017-08-10,IH20713GM,Italian electronic identity card
Gaetano,Cassata,Gaetano Cassata,male,2018-07-09,AA91634JK,Italian electronic identity card
Beniamino,Rubino,Beniamino Rubino,male,1952-01-10,EN4445799N,Italian driving license card
Francesco,Calderaro,Francesco Calderaro,male,2009-03-20,DK2784019U,Italian driving license card
Mario,Paoli,Mario Paoli,male,1987-01-31,DK66870JI,Italian electronic identity card
Franco,Castigliego,Franco Castigliego,male,1998-01-16,JP24293DM,Italian electronic identity card
Angela,Boccia,Angela Boccia,female,2010-02-15,RS8584022V,Italian driving license card
Daniele,Raccagni,Daniele Raccagni,male,1958-05-26,UQ7835227,Italian passport
Clara,Barale,Clara Barale,female,1950-08-13,JE6148461,Italian passport
Nicola,Cuccu,Nicola Cuccu,male,1950-03-16,RF3114078,Italian passport
Elisea,Sacchetti,Elisea Sacchetti,female,1987-01-12,MH13364NC,Italian electronic identity card
Saraniti,Pasqualino,Saraniti Pasqualino,male,1934-10-26,MI8597057,Italian passport
Anna,Saponaro,Anna Saponaro,female,1971-11-07,LS7381715A,Italian driving license card
Gabriele,Ducanapolitano,Gabriele Ducanapolitano,male,1942-08-11,OW5648356W,Italian driving license card
Giovanna,de Stefano,Giovanna de Stefano,female,1983-04-10,VN8982828Z,Italian driving license card
Pietro,Mulas,Pietro Mulas,male,2008-06-03,EB68602IB,Italian electronic identity card
Francesco,Castaldi,Francesco Castaldi,male,1951-06-30,NZ1335716X,Italian driving license card
Ignazio,Caria,Ignazio Caria,male,1946-02-03,FB5247450K,Italian driving license card
Giovanni,Iacono,Giovanni Iacono,male,2010-05-16,DD4675432,Italian passport
Morena,Gotti,Morena Gotti,female,2017-01-30,JP2897662,Italian passport
Giuseppe,Turetta,Giuseppe Turetta,male,1951-06-01,IP57531JP,Italian electronic identity card
Giancarlo,Franzini,Giancarlo Franzini,male,1977-07-09,ZS7869493,Italian passport
Diana,Costantino,Diana Costantino,male,1946-09-06,XQ2581449,Italian passport
Claudio,Di Salvo,Claudio Di Salvo,male,1994-05-31,BX2978096,Italian passport
Michele,Battista,Michele Battista,male,2011-10-19,DR5169320O,Italian driving license card
Lilla,Coco,Lilla Coco,female,1993-07-25,FT85137KS,Italian electronic identity card
Giusi,Finazzo,Giusi Finazzo,female,1930-06-03,IM53462SQ,Italian electronic identity card
Lorenzo,D'amicis,Lorenzo D'amicis,male,1988-02-12,UB3370013,Italian passport
Pierluigi,Franchignone,Pierluigi Franchignone,male,1993-07-24,CZ18076KF,Italian electronic identity card
Liliana,Santagostino,Liliana Santagostino,female,2007-12-25,DI1400959,Italian passport
Gianni,Cantoia,Gianni Cantoia,male,1979-04-09,FW9845944C,Italian driving license card
Silvano,Pela,Silvano Pela,male,1941-02-21,GG42383QF,Italian electronic identity card
Anthony,Viggiani,Anthony Viggiani,male,1977-01-12,VH33978HX,Italian electronic identity card
Luciano,Pasquale,Luciano Pasquale,male,1995-10-04,PS1844017,Italian passport
Vincenzo,Cosentino,Vincenzo Cosentino,male,2017-12-03,WL63438UY,Italian electronic identity card
Gabriella,Vadala,Gabriella Vadala,female,1997-03-27,LI9789644,Italian passport
Federico,Di Sacco,Federico Di Sacco,male,1986-08-26,RI40958UE,Italian electronic identity card
Claudia,Valessina,Claudia Valessina,female,2017-05-14,MF5923331,Italian passport
Pina,Ferrantino Di Luca,Pina Ferrantino Di Luca,female,1944-01-23,YN80330OV,Italian electronic identity card
Antonella,Pernarella,Antonella Pernarella,female,1953-01-10,MH8626318Q,Italian driving license card
Rosetta,Oliva,Rosetta Oliva,female,2014-05-21,NW3647858,Italian passport
Francesca,Stefano,Francesca Stefano,female,1981-09-09,QJ80877VT,Italian electronic identity card
Francesco,Materasso,Francesco Materasso,male,1939-12-09,VN64572JG,Italian electronic identity card
Graziella,Nati,Graziella Nati,female,2001-09-23,IT58475UG,Italian electronic identity card
Anna,Gennari,Anna Gennari,female,1997-11-07,ID1796012Q,Italian driving license card
Linda,Murante,Linda Murante,female,1988-04-03,MZ2772468D,Italian driving license card
Piercarlo,Bianchi,Piercarlo Bianchi,male,1963-06-17,GL8560327,Italian passport
Donato,Todisco,Donato Todisco,male,1961-11-17,CY3160371,Italian passport
Elio,Nepote,Elio Nepote,male,1975-07-09,YV7208094S,Italian driving license card
Silvia,Poma,Silvia Poma,female,1952-03-19,HU6434047,Italian passport
Giovanna,Donati,Giovanna Donati,female,1985-03-12,BP1964773R,Italian driving license card
Elisa,Rolfo,Elisa Rolfo,female,1936-10-11,CO7949666V,Italian driving license card
Franco,D'Onghia,Franco D'Onghia,male,1949-10-20,VI32698VT,Italian electronic identity card
Claudio,Ros-sebastiano,Claudio Ros-sebastiano,male,1970-07-16,TT5999878,Italian passport
Demetrio,Abramo,Demetrio Abramo,male,1962-08-02,PD5912793,Italian passport
Giorgio,Danzero,Giorgio Danzero,male,1973-04-26,KL68284XZ,Italian electronic identity card
Vittorio,Travaglini,Vittorio Travaglini,male,1946-04-13,QZ2765964,Italian passport
Graziella,Bosco,Graziella Bosco,female,1947-02-10,WK9766118,Italian passport
Adriano,Autuori,Adriano Autuori,male,1994-03-10,SG6359883,Italian passport
Carmela,Vaticano,Carmela Vaticano,female,1997-05-19,AX40327CC,Italian electronic identity card
Loredana,Sevasta Cottone,Loredana Sevasta Cottone,female,2015-07-03,IG69610GE,Italian electronic identity card
Cristina,Guidetto,Cristina Guidetto,female,1962-10-12,OO20520XI,Italian electronic identity card
Franca,Deiana,Franca Deiana,female,1970-12-18,GZ2286126F,Italian driving license card
Ivan,Pavanello,Ivan Pavanello,male,1991-03-24,LI73161FN,Italian electronic identity card
Marco,Cancellu,Marco Cancellu,male,1985-07-02,PJ8532204,Italian passport
Gabriele,Bellusci,Gabriele Bellusci,male,2004-11-03,UR6689935I,Italian driving license card
Daniele,Amateis,Daniele Amateis,male,1976-05-08,VW7459900,Italian passport
Danni,Piervittorio,Danni Piervittorio,male,1991-08-14,RT58635SA,Italian electronic identity card
Sandra,Ruffino,Sandra Ruffino,female,1966-05-08,TW36566DI,Italian electronic identity card
Fabrizio,Manca,Fabrizio Manca,male,1997-08-04,UY4732849N,Italian driving license card
Massimo,Malavasi,Massimo Malavasi,male,2005-05-03,OY4256782D,Italian driving license card
Donato,Conversano,Donato Conversano,male,1947-02-05,UR20342GK,Italian electronic identity card
Santo,Grosso,Santo Grosso,male,1930-09-06,TT3250917,Italian passport
Andrea,Franco,Andrea Franco,male,2020-08-29,HU6621692,Italian passport
Patrizia,Squizzato,Patrizia Squizzato,female,1969-07-16,GX86232SZ,Italian electronic identity card
Andrea,Vecchi,Andrea Vecchi,male,1944-02-08,VA3098698,Italian passport
Domenico,Cataldo,Domenico Cataldo,male,1953-04-28,SV5379043,Italian passport
Mauro,Giacoletto,Mauro Giacoletto,male,1949-08-23,CV8837978O,Italian driving license card
Giuseppe,Padovani,Giuseppe Padovani,male,1953-08-23,QI38313JI,Italian electronic identity card
Giovanna,Busacca,Giovanna Busacca,female,2018-05-19,KR8679948,Italian passport
Eliana,Scapola,Eliana Scapola,female,1981-02-12,WI3334061,Italian passport
Alessandro,Zanfabro,Alessandro Zanfabro,male,1948-11-29,KL6541538Q,Italian driving license card
Elena,Ale,Elena Ale,female,1955-02-05,OM35323AT,Italian electronic identity card
Gaetano,Ilgrifone,Gaetano Ilgrifone,male,1968-02-12,MY13264MW,Italian electronic identity card
Walter,Gardinali,Walter Gardinali,male,1990-04-22,LQ59571KI,Italian electronic identity card
Luciano,Chessa,Luciano Chessa,male,1988-08-22,TV1898096H,Italian driving license card
Roberto,Marchiori,Roberto Marchiori,male,1951-10-01,OX2402226A,Italian driving license card
Enzo,Caliciotti,Enzo Caliciotti,male,1986-12-10,JW19201GK,Italian electronic identity card
Salvatore,Rossano,Salvatore Rossano,male,1930-05-30,BN5877738,Italian passport
Giuseppe,Gullotto,Giuseppe Gullotto,male,1971-08-27,LH54518WV,Italian electronic identity card
Barbara,Veronese,Barbara Veronese,female,1973-05-30,FP1288422,Italian passport
Pierluigi,Orpianesi,Pierluigi Orpianesi,male,2018-07-01,XD2072666Y,Italian driving license card
Paolo,Digirolamo,Paolo Digirolamo,male,2018-04-23,CI7813835,Italian passport
Anna,Mastrorosa,Anna Mastrorosa,female,2013-11-12,XU31953MJ,Italian electronic identity card
Natalia,Pinto,Natalia Pinto,female,1975-05-04,TG8475747I,Italian driving license card
Giuseppe,Gullotto,Giuseppe Gullotto,male,1938-12-07,PQ3049354,Italian passport
Giusy,Giacalone,Giusy Giacalone,female,1978-06-12,OB3066357W,Italian driving license card
Carbone,Antonio,Carbone Antonio,female,2005-05-19,II3933943K,Italian driving license card
Vito,Cardascio,Vito Cardascio,male,1990-10-03,VX4701558E,Italian driving license card
Sergio,Pompili,Sergio Pompili,male,1974-03-21,OL9717180,Italian passport
Francesca,Grqnde,Francesca Grqnde,female,1972-10-17,GF5616509R,Italian driving license card
Floricoltura,Pinneri,Floricoltura Pinneri,male,1993-10-11,KA1666080H,Italian driving license card
Ruggero,de Conti,Ruggero de Conti,male,1960-11-12,UM1658390,Italian passport
Annamaria,Sacchi,Annamaria Sacchi,female,1930-05-13,DT6412384J,Italian driving license card
Camillo,Scaduto,Camillo Scaduto,male,1937-04-01,CO4336084,Italian passport
Alessio,Nania,Alessio Nania,male,1965-05-07,XU6200992,Italian passport
Michele,Checcarelli,Michele Checcarelli,male,1974-01-19,RX7554594Q,Italian driving license card
Zelinda,Santapaola,Zelinda Santapaola,female,1975-03-18,VQ7773073,Italian passport
Mariangela,Sabatino,Mariangela Sabatino,female,1985-12-18,ZC21563SV,Italian electronic identity card
Lara,Iocco,Lara Iocco,female,1962-12-24,MZ79075YU,Italian electronic identity card
Mattia,Lapertosa,Mattia Lapertosa,male,1961-11-09,PF4468721,Italian passport
Cristina,Periati,Cristina Periati,female,1977-09-05,CC1573954,Italian passport
Maria,Mandato,Maria Mandato,female,2009-08-06,QI9619953S,Italian driving license card
Pinuccia,Belluardo,Pinuccia Belluardo,female,1971-04-29,BE12854NM,Italian electronic identity card
Emanuele,Scarponi,Emanuele Scarponi,male,1971-09-23,PF6667847,Italian passport
Attilio,Castronuovo,Attilio Castronuovo,male,2011-09-22,FV18461AR,Italian electronic identity card
Zina,Faraca,Zina Faraca,female,1984-09-22,YZ7488774U,Italian driving license card
Michele,Catanese,Michele Catanese,male,1992-06-25,TW8855342,Italian passport
Antonio,Politano',Antonio Politano',male,1996-12-06,GG6109629,Italian passport
Gina,Pennetta,Gina Pennetta,female,2010-11-27,SL4333148W,Italian driving license card
Laura,Bottalla,Laura Bottalla,female,1961-02-04,TJ4270319,Italian passport
Paolo,Caruso,Paolo Caruso,male,1951-09-09,KU6460897A,Italian driving license card
Adriana,Porta,Adriana Porta,female,1983-03-02,YA93377SM,Italian electronic identity card
Maria,D'Eramo,Maria D'Eramo,female,1934-08-26,PP6042649T,Italian driving license card
Silvia,Giambersio,Silvia Giambersio,female,1977-11-03,QV8507755D,Italian driving license card
Vittorio,Prattichizzo,Vittorio Prattichizzo,male,2013-05-11,KW5975139S,Italian driving license card
Carla,Beccardi,Carla Beccardi,female,1944-10-31,HS3027755B,Italian driving license card
Paolo,Riccardi,Paolo Riccardi,male,2004-12-30,BB2299855S,Italian driving license card
Maurizio,Cacciatore,Maurizio Cacciatore,male,1985-01-30,WT11337DM,Italian electronic identity card
Oreste,Grosso,Oreste Grosso,male,1940-05-14,AX8000052B,Italian driving license card
Paolo,Anglesio,Paolo Anglesio,male,1945-01-27,FQ20686SQ,Italian electronic identity card
Giuseppe,Santagada,Giuseppe Santagada,male,1944-10-29,LL7820931,Italian passport
Ernesto,Scalco,Ernesto Scalco,male,1979-12-01,ZQ3177244S,Italian driving license card
Giovanni,Manni,Giovanni Manni,male,1973-04-22,VO3094602,Italian passport
Giuseppe,Barilla',Giuseppe Barilla',male,1940-09-17,PR7929372,Italian passport
Marco,Garbero,Marco Garbero,male,1968-06-04,AM89663CJ,Italian electronic identity card
Enrico,Guglielmone,Enrico Guglielmone,male,2010-12-06,RX7525509,Italian passport
Antonio,Libra,Antonio Libra,male,1952-11-22,PA30864DE,Italian electronic identity card
Claudio,Crisostomi,Claudio Crisostomi,male,1961-11-24,TM1458151Q,Italian driving license card
Siria,Folla,Siria Folla,female,1981-12-25,PG55469HL,Italian electronic identity card
Claudia,Cecconi,Claudia Cecconi,female,1943-02-18,SE1214639N,Italian driving license card
Mauro,Scarpa,Mauro Scarpa,male,1973-09-11,CM74404OE,Italian electronic identity card
Salvatore,Calafiore,Salvatore Calafiore,male,2019-01-07,JS1337703,Italian passport
Maynard,Scott,Maynard Scott,male,1931-12-04,GR6032760,Italian passport
Angelo,Laporta,Angelo Laporta,male,1974-02-28,WO7480187G,Italian driving license card
Patrizia,Mereu,Patrizia Mereu,female,1987-06-07,ZI3844683,Italian passport
Antonio,Lattuchella,Antonio Lattuchella,male,1948-06-21,EW26180TX,Italian electronic identity card
Ettore,Gualtieri,Ettore Gualtieri,male,1994-09-24,VJ66106NM,Italian electronic identity card
Pino,Viesti,Pino Viesti,male,1945-11-21,RF1496593,Italian passport
Sasi,Casillo,Sasi Casillo,male,1934-02-20,GO2361098C,Italian driving license card
Marina,Nicastro,Marina Nicastro,female,1975-05-08,DI8234994,Italian passport
Francesco,Rose,Francesco Rose,male,2006-09-19,BY2741097,Italian passport
Federica,Benedini,Federica Benedini,female,1953-11-13,II2371012N,Italian driving license card
Rosalba,Russo,Rosalba Russo,female,1995-12-27,QL45456MU,Italian electronic identity card
Stefano,Conti,Stefano Conti,male,1931-01-23,ZA5611291,Italian passport
Omar,Guevara,Omar Guevara,male,1947-07-31,IF2764241L,Italian driving license card
Ezio,Terravecchia,Ezio Terravecchia,male,1958-06-23,ID79416DK,Italian electronic identity card
Luigi,Prinzis,Luigi Prinzis,male,1938-06-24,IY2736922A,Italian driving license card
Massimo,Rovetta,Massimo Rovetta,male,1948-10-31,NB4627945A,Italian driving license card
Davide,Gori,Davide Gori,male,1954-11-18,CD37199RK,Italian electronic identity card
Fabiana,Ferri,Fabiana Ferri,female,1971-05-11,JO7968892,Italian passport
Rita,Ardito,Rita Ardito,female,1985-08-12,JR7857122,Italian passport
Aldo,Di Marco,Aldo Di Marco,male,2015-07-14,LZ4692860B,Italian driving license card
Ivan,Miele,Ivan Miele,male,1948-02-12,XQ1226858,Italian passport
Osvaldo,Maoddi,Osvaldo Maoddi,male,1945-03-06,PT31636OW,Italian electronic identity card
Francesco,Cicirelli,Francesco Cicirelli,male,2019-11-30,AA27259SW,Italian electronic identity card
Sandra,Nastro,Sandra Nastro,female,1976-08-27,XC3774563,Italian passport
Ida,Friovichen,Ida Friovichen,male,1937-05-27,NA38964NY,Italian electronic identity card
Giorgio,Mortara,Giorgio Mortara,male,1936-11-14,XV7853775,Italian passport
Tiziano,Checcucci,Tiziano Checcucci,male,2005-07-14,WH8787444,Italian passport
Rita,Infa,Rita Infa,female,1973-09-11,PS4344301,Italian passport
Domenico,Pelle,Domenico Pelle,male,1985-03-17,JA6081114,Italian passport
Matei,Elena,Matei Elena,female,2003-03-05,LI2023698,Italian passport
Mario,Franchino,Mario Franchino,male,2005-02-12,MU2395461,Italian passport
Bellini,Gianni,Bellini Gianni,male,1987-12-06,PF4490011Z,Italian driving license card
Cinzia,Maso,Cinzia Maso,female,1995-10-31,CC62707FU,Italian electronic identity card
Piera,Cominetto,Piera Cominetto,female,1937-05-16,TB7406382P,Italian driving license card
Rita,Tancredi,Rita Tancredi,female,1962-12-13,AM4456235G,Italian driving license card
Tina,Barrella,Tina Barrella,female,1963-10-15,IE5241127,Italian passport
Mina,Tauro,Mina Tauro,female,1974-12-07,JA1080662,Italian passport
Maria,Grandone,Maria Grandone,female,1980-06-13,LF2063884P,Italian driving license card
Massimo,Marra,Massimo Marra,male,1947-03-22,LS60229WL,Italian electronic identity card
Manilita,Ancillai,Manilita Ancillai,female,1933-07-21,FH5050098T,Italian driving license card
